######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 16 08 36    39994    59616.419        9.687
2005 10 18 16 08 37    40056    59734.421        9.645
2005 10 18 16 08 38    40119    59854.516        9.602
2005 10 18 16 08 39    40181    59972.892        9.559
2005 10 18 16 08 40    40243    60091.454        9.517
2005 10 18 16 08 41    40304    60208.286        9.476
2005 10 18 16 08 42    40364    60323.378        9.435
2005 10 18 16 08 43    40425    60440.569        9.394
2005 10 18 16 08 44    40483    60552.165        9.354
2005 10 18 16 08 45    40541    60663.925        9.315
2005 10 18 16 08 46    40599    60775.850        9.276
2005 10 18 16 08 47    40657    60887.941        9.236
2005 10 18 16 08 48    40719    61007.945        9.194
2005 10 18 16 08 49    40782    61130.080        9.152
2005 10 18 16 08 50    40844    61250.467        9.110
2005 10 18 16 08 51    40906    61371.045        9.068
2005 10 18 16 08 52    40968    61491.815        9.026
2005 10 18 16 08 53    41030    61612.776        8.984
2005 10 18 16 08 54    41093    61735.885        8.942
2005 10 18 16 08 55    41159    61865.069        8.897
2005 10 18 16 08 56    41222    61988.586        8.855
2005 10 18 16 08 57    41281    62104.441        8.815
2005 10 18 16 08 58    41337    62214.568        8.777
2005 10 18 16 08 59    41391    62320.912        8.741
2005 10 18 16 09 00    41443    62423.457        8.706
2005 10 18 16 09 01    41498    62532.067        8.669
2005 10 18 16 09 02    41558    62650.727        8.629
2005 10 18 16 09 03    41617    62767.588        8.589
2005 10 18 16 09 04    41673    62878.671        8.552
2005 10 18 16 09 05    41726    62983.952        8.516
2005 10 18 16 09 06    41779    63089.377        8.481
2005 10 18 16 09 07    41832    63194.946        8.445
2005 10 18 16 09 08    41883    63296.668        8.411
2005 10 18 16 09 09    41932    63394.528        8.378
2005 10 18 16 09 10    41977    63484.509        8.348
2005 10 18 16 09 11    42021    63572.591        8.319
2005 10 18 16 09 12    42068    63666.790        8.287
2005 10 18 16 09 13    42115    63761.104        8.256
2005 10 18 16 09 14    42161    63853.523        8.225
2005 10 18 16 09 15    42210    63952.091        8.192
2005 10 18 16 09 16    42262    64056.831        8.158
2005 10 18 16 09 17    42309    64151.621        8.126
2005 10 18 16 09 18    42355    64244.507        8.096
2005 10 18 16 09 19    42401    64337.505        8.065
2005 10 18 16 09 20    42446    64428.588        8.035
2005 10 18 16 09 21    42490    64517.751        8.006
2005 10 18 16 09 22    42530    64598.897        7.979
2005 10 18 16 09 23    42569    64678.096        7.953
2005 10 18 16 09 24    42607    64755.342        7.928
2005 10 18 16 09 25    42649    64840.808        7.900
2005 10 18 16 09 26    42692    64928.407        7.871
2005 10 18 16 09 27    42735    65016.104        7.843
2005 10 18 16 09 28    42779    65105.942        7.814
2005 10 18 16 09 29    42825    65199.975        7.783
2005 10 18 16 09 30    42873    65298.217        7.751
2005 10 18 16 09 31    42918    65390.432        7.722
2005 10 18 16 09 32    42959    65474.544        7.694
2005 10 18 16 09 33    42996    65550.528        7.670
2005 10 18 16 09 34    43032    65624.529        7.646
2005 10 18 16 09 35    43067    65696.542        7.623
2005 10 18 16 09 36    43100    65764.501        7.601
2005 10 18 16 09 37    43135    65836.642        7.578
2005 10 18 16 09 38    43173    65915.043        7.553
2005 10 18 16 09 39    43214    65999.720        7.526
2005 10 18 16 09 40    43253    66080.353        7.500
2005 10 18 16 09 41    43288    66152.785        7.477
2005 10 18 16 09 42    43325    66229.430        7.452
2005 10 18 16 09 43    43364    66310.298        7.426
2005 10 18 16 09 44    43403    66391.250        7.401
2005 10 18 16 09 45    43440    66468.127        7.376
2005 10 18 16 09 46    43472    66534.676        7.355
2005 10 18 16 09 47    43506    66605.446        7.333
2005 10 18 16 09 48    43539    66674.196        7.311
2005 10 18 16 09 49    43576    66751.350        7.287
2005 10 18 16 09 50    43616    66834.845        7.260
2005 10 18 16 09 51    43656    66918.428        7.234
2005 10 18 16 09 52    43694    66997.914        7.209
2005 10 18 16 09 53    43730    67073.291        7.185
2005 10 18 16 09 54    43765    67146.643        7.162
2005 10 18 16 09 55    43801    67222.161        7.138
2005 10 18 16 09 56    43835    67293.551        7.116
2005 10 18 16 09 57    43870    67367.107        7.093
2005 10 18 16 09 58    43903    67436.523        7.071
2005 10 18 16 09 59    43937    67508.106        7.049
2005 10 18 16 10 00    43975    67588.188        7.024
2005 10 18 16 10 01    44014    67670.460        6.998
2005 10 18 16 10 02    44051    67748.593        6.974
2005 10 18 16 10 03    44087    67824.688        6.950
2005 10 18 16 10 04    44123    67900.856        6.927
2005 10 18 16 10 05    44156    67970.741        6.905
2005 10 18 16 10 06    44187    68036.446        6.885
2005 10 18 16 10 07    44218    68102.206        6.864
2005 10 18 16 10 08    44246    68161.649        6.846
2005 10 18 16 10 09    44271    68214.760        6.830
2005 10 18 16 10 10    44296    68267.907        6.813
2005 10 18 16 10 11    44323    68325.345        6.796
2005 10 18 16 10 12    44351    68384.955        6.777
2005 10 18 16 10 13    44380    68446.740        6.758
2005 10 18 16 10 14    44411    68512.840        6.738
2005 10 18 16 10 15    44442    68578.995        6.718
2005 10 18 16 10 16    44473    68645.204        6.697
2005 10 18 16 10 17    44507    68717.884        6.675
2005 10 18 16 10 18    44540    68788.490        6.654
2005 10 18 16 10 19    44572    68857.015        6.633
2005 10 18 16 10 20    44603    68923.456        6.612
2005 10 18 16 10 21    44634    68989.951        6.592
2005 10 18 16 10 22    44665    69056.502        6.572
2005 10 18 16 10 23    44697    69125.258        6.551
2005 10 18 16 10 24    44729    69194.073        6.530
2005 10 18 16 10 25    44761    69262.947        6.509
2005 10 18 16 10 26    44793    69331.881        6.488
2005 10 18 16 10 27    44823    69396.560        6.469
2005 10 18 16 10 28    44854    69463.450        6.449
2005 10 18 16 10 29    44885    69530.395        6.428
2005 10 18 16 10 30    44917    69599.559        6.407
2005 10 18 16 10 31    44946    69662.291        6.389
2005 10 18 16 10 32    44973    69720.740        6.371
2005 10 18 16 10 33    44997    69772.730        6.355
2005 10 18 16 10 34    45020    69822.586        6.340
2005 10 18 16 10 35    45042    69870.303        6.326
2005 10 18 16 10 36    45066    69922.390        6.310
2005 10 18 16 10 37    45093    69981.029        6.293
2005 10 18 16 10 38    45124    70048.407        6.273
2005 10 18 16 10 39    45157    70120.194        6.251
2005 10 18 16 10 40    45190    70192.046        6.230
2005 10 18 16 10 41    45222    70261.781        6.209
2005 10 18 16 10 42    45255    70333.759        6.187
2005 10 18 16 10 43    45284    70397.066        6.169
2005 10 18 16 10 44    45311    70456.051        6.151
2005 10 18 16 10 45    45337    70512.892        6.134
2005 10 18 16 10 46    45364    70571.962        6.117
2005 10 18 16 10 47    45391    70631.075        6.099
2005 10 18 16 10 48    45419    70692.423        6.081
2005 10 18 16 10 49    45447    70753.818        6.063
2005 10 18 16 10 50    45475    70815.259        6.044
2005 10 18 16 10 51    45504    70878.944        6.026
2005 10 18 16 10 52    45531    70938.282        6.008
2005 10 18 16 10 53    45558    70997.664        5.991
2005 10 18 16 10 54    45587    71061.492        5.972
2005 10 18 16 10 55    45617    71127.575        5.952
2005 10 18 16 10 56    45644    71187.096        5.935
2005 10 18 16 10 57    45669    71242.246        5.919
2005 10 18 16 10 58    45693    71295.226        5.903
2005 10 18 16 10 59    45718    71350.450        5.887
2005 10 18 16 11 00    45744    71407.923        5.870
2005 10 18 16 11 01    45768    71461.011        5.854
2005 10 18 16 11 02    45790    71509.706        5.840
2005 10 18 16 11 03    45814    71562.861        5.825
2005 10 18 16 11 04    45838    71616.050        5.809
2005 10 18 16 11 05    45860    71664.838        5.795
2005 10 18 16 11 06    45883    71715.874        5.780
2005 10 18 16 11 07    45905    71764.722        5.766
2005 10 18 16 11 08    45927    71813.599        5.751
2005 10 18 16 11 09    45950    71864.729        5.737
2005 10 18 16 11 10    45974    71918.116        5.721
2005 10 18 16 11 11    45997    71969.312        5.706
2005 10 18 16 11 12    46020    72020.540        5.691
2005 10 18 16 11 13    46040    72065.112        5.678
2005 10 18 16 11 14    46060    72109.709        5.665
2005 10 18 16 11 15    46079    72152.098        5.653
2005 10 18 16 11 16    46099    72196.742        5.640
2005 10 18 16 11 17    46119    72241.411        5.627
2005 10 18 16 11 18    46142    72292.810        5.612
2005 10 18 16 11 19    46164    72342.005        5.598
2005 10 18 16 11 20    46185    72388.991        5.585
2005 10 18 16 11 21    46208    72440.483        5.570
2005 10 18 16 11 22    46230    72489.767        5.556
2005 10 18 16 11 23    46251    72536.838        5.542
2005 10 18 16 11 24    46272    72583.937        5.529
2005 10 18 16 11 25    46293    72631.062        5.515
2005 10 18 16 11 26    46313    72675.969        5.502
2005 10 18 16 11 27    46335    72725.395        5.488
2005 10 18 16 11 28    46356    72772.602        5.474
2005 10 18 16 11 29    46376    72817.587        5.461
2005 10 18 16 11 30    46398    72867.099        5.447
2005 10 18 16 11 31    46418    72912.135        5.434
2005 10 18 16 11 32    46438    72957.196        5.421
2005 10 18 16 11 33    46456    72997.773        5.410
2005 10 18 16 11 34    46474    73038.369        5.398
2005 10 18 16 11 35    46494    73083.500        5.385
2005 10 18 16 11 36    46515    73130.914        5.372
2005 10 18 16 11 37    46536    73178.355        5.358
2005 10 18 16 11 38    46557    73225.824        5.345
2005 10 18 16 11 39    46577    73271.058        5.332
2005 10 18 16 11 40    46597    73316.317        5.319
2005 10 18 16 11 41    46618    73363.866        5.305
2005 10 18 16 11 42    46638    73409.176        5.293
2005 10 18 16 11 43    46658    73454.511        5.280
2005 10 18 16 11 44    46678    73499.871        5.267
2005 10 18 16 11 45    46696    73540.716        5.255
2005 10 18 16 11 46    46715    73583.853        5.243
2005 10 18 16 11 47    46732    73622.468        5.232
2005 10 18 16 11 48    46751    73665.648        5.220
2005 10 18 16 11 49    46770    73708.850        5.208
2005 10 18 16 11 50    46787    73747.524        5.197
2005 10 18 16 11 51    46806    73790.769        5.184
2005 10 18 16 11 52    46823    73829.481        5.174
2005 10 18 16 11 53    46843    73875.049        5.161
2005 10 18 16 11 54    46863    73920.641        5.148
2005 10 18 16 11 55    46883    73966.259        5.135
2005 10 18 16 11 56    46903    74011.902        5.122
2005 10 18 16 11 57    46922    74055.286        5.110
2005 10 18 16 11 58    46942    74100.978        5.097
2005 10 18 16 11 59    46960    74142.123        5.086
2005 10 18 16 12 00    46979    74185.575        5.073
2005 10 18 16 12 01    46998    74229.051        5.061
2005 10 18 16 12 02    47016    74270.260        5.050
2005 10 18 16 12 03    47033    74309.198        5.039
2005 10 18 16 12 04    47050    74348.154        5.028
2005 10 18 16 12 05    47070    74394.009        5.015
2005 10 18 16 12 06    47089    74437.594        5.003
2005 10 18 16 12 07    47109    74483.498        4.990
2005 10 18 16 12 08    47128    74527.131        4.978
2005 10 18 16 12 09    47148    74573.085        4.965
2005 10 18 16 12 10    47167    74616.765        4.953
2005 10 18 16 12 11    47186    74660.468        4.940
2005 10 18 16 12 12    47206    74706.496        4.928
2005 10 18 16 12 13    47225    74750.246        4.915
2005 10 18 16 12 14    47244    74794.019        4.903
2005 10 18 16 12 15    47263    74837.816        4.891
2005 10 18 16 12 16    47283    74883.943        4.878
2005 10 18 16 12 17    47303    74930.095        4.865
2005 10 18 16 12 18    47321    74971.654        4.854
2005 10 18 16 12 19    47340    75015.545        4.842
2005 10 18 16 12 20    47359    75059.458        4.830
2005 10 18 16 12 21    47378    75103.395        4.817
2005 10 18 16 12 22    47397    75147.356        4.805
2005 10 18 16 12 23    47417    75193.655        4.792
2005 10 18 16 12 24    47436    75237.663        4.780
2005 10 18 16 12 25    47456    75284.012        4.767
2005 10 18 16 12 26    47473    75323.429        4.757
2005 10 18 16 12 27    47491    75365.186        4.745
2005 10 18 16 12 28    47508    75404.642        4.734
2005 10 18 16 12 29    47524    75441.794        4.724
2005 10 18 16 12 30    47537    75471.992        4.716
2005 10 18 16 12 31    47552    75506.850        4.706
2005 10 18 16 12 32    47567    75541.722        4.696
2005 10 18 16 12 33    47582    75576.609        4.687
2005 10 18 16 12 34    47597    75611.511        4.677
2005 10 18 16 12 35    47614    75651.084        4.666
2005 10 18 16 12 36    47631    75690.675        4.655
2005 10 18 16 12 37    47649    75732.616        4.644
2005 10 18 16 12 38    47667    75774.578        4.632
2005 10 18 16 12 39    47684    75814.229        4.622
2005 10 18 16 12 40    47700    75851.564        4.611
2005 10 18 16 12 41    47717    75891.251        4.600
2005 10 18 16 12 42    47732    75926.285        4.591
2005 10 18 16 12 43    47748    75963.670        4.581
2005 10 18 16 12 44    47763    75998.734        4.571
2005 10 18 16 12 45    47779    76036.152        4.561
2005 10 18 16 12 46    47796    76075.927        4.550
2005 10 18 16 12 47    47814    76118.062        4.538
2005 10 18 16 12 48    47831    76157.876        4.528
2005 10 18 16 12 49    47850    76202.396        4.515
2005 10 18 16 12 50    47868    76244.595        4.504
2005 10 18 16 12 51    47885    76284.470        4.493
2005 10 18 16 12 52    47901    76322.016        4.483
2005 10 18 16 12 53    47916    76357.231        4.473
2005 10 18 16 12 54    47931    76392.460        4.464
2005 10 18 16 12 55    47946    76427.705        4.454
2005 10 18 16 12 56    47959    76458.262        4.446
2005 10 18 16 12 57    47974    76493.534        4.436
2005 10 18 16 12 58    47987    76524.115        4.428
2005 10 18 16 12 59    48002    76559.415        4.418
2005 10 18 16 13 00    48017    76594.730        4.409
2005 10 18 16 13 01    48031    76627.704        4.400
2005 10 18 16 13 02    48045    76660.691        4.391
2005 10 18 16 13 03    48060    76696.048        4.381
2005 10 18 16 13 04    48075    76731.421        4.372
2005 10 18 16 13 05    48089    76764.448        4.363
2005 10 18 16 13 06    48103    76797.489        4.354
2005 10 18 16 13 07    48118    76832.904        4.344
2005 10 18 16 13 08    48132    76865.972        4.336
2005 10 18 16 13 09    48146    76899.053        4.327
2005 10 18 16 13 10    48160    76932.147        4.318
2005 10 18 16 13 11    48173    76962.888        4.309
2005 10 18 16 13 12    48187    76996.007        4.300
2005 10 18 16 13 13    48201    77029.139        4.292
2005 10 18 16 13 14    48215    77062.284        4.283
2005 10 18 16 13 15    48230    77097.812        4.273
2005 10 18 16 13 16    48244    77130.984        4.264
2005 10 18 16 13 17    48259    77166.540        4.255
2005 10 18 16 13 18    48273    77199.739        4.246
2005 10 18 16 13 19    48285    77228.206        4.238
2005 10 18 16 13 20    48298    77259.057        4.230
2005 10 18 16 13 21    48311    77289.918        4.221
2005 10 18 16 13 22    48325    77323.166        4.213
2005 10 18 16 13 23    48339    77356.428        4.204
2005 10 18 16 13 24    48353    77389.702        4.195
2005 10 18 16 13 25    48366    77420.611        4.186
2005 10 18 16 13 26    48380    77453.911        4.178
2005 10 18 16 13 27    48393    77484.844        4.169
2005 10 18 16 13 28    48406    77515.789        4.161
2005 10 18 16 13 29    48419    77546.744        4.153
2005 10 18 16 13 30    48431    77575.329        4.145
2005 10 18 16 13 31    48444    77606.307        4.137
2005 10 18 16 13 32    48456    77634.912        4.129
2005 10 18 16 13 33    48468    77663.526        4.122
2005 10 18 16 13 34    48479    77689.765        4.115
2005 10 18 16 13 35    48491    77718.398        4.107
2005 10 18 16 13 36    48503    77747.041        4.099
2005 10 18 16 13 37    48514    77773.305        4.092
2005 10 18 16 13 38    48526    77801.967        4.085
